class,words
ham,"['well', 'was', 'about', 'to', 'give', 'up', 'cos', 'they', 'all', 'said', 'no', 'they', 'didn', 'do', 'one', 'nighters', 'persevered', 'and', 'found', 'one', 'but', 'it', 'is', 'very', 'cheap', 'so', 'apologise', 'in', 'advance', 'it', 'is', 'just', 'somewhere', 'to', 'sleep', 'isnt', 'it']"
ham,"['so', 'you', 'think', 'should', 'actually', 'talk', 'to', 'him', 'not', 'call', 'his', 'boss', 'in', 'the', 'morning', 'went', 'to', 'this', 'place', 'last', 'year', 'and', 'he', 'told', 'me', 'where', 'could', 'go', 'and', 'get', 'my', 'car', 'fixed', 'cheaper', 'he', 'kept', 'telling', 'me', 'today', 'how', 'much', 'he', 'hoped', 'would', 'come', 'back', 'in', 'how', 'he', 'always', 'regretted', 'not', 'getting', 'my', 'number', 'etc']"
ham,"['are', 'you', 'willing', 'to', 'go', 'for', 'apps', 'class']"
ham,"['hanging', 'out', 'with', 'my', 'brother', 'and', 'his', 'family']"
ham,"['no', 'it', 'will', 'reach', 'by', 'only', 'she', 'telling', 'she', 'will', 'be', 'there', 'dont', 'know']"
ham,"['hey', 'are', 'you', 'going', 'to', 'quit', 'soon', 'xuhui', 'and', 'working', 'till', 'end', 'of', 'the', 'month']"
ham,"['im', 'sorry', 'bout', 'last', 'nite', 'it', 'wasn', 'ur', 'fault', 'it', 'was', 'me', 'spouse', 'it', 'was', 'pmt', 'or', 'sumthin', 'give', 'me', 'think', 'shldxxxx']"
ham,"['try', 'neva', 'mate']"
ham,"['yeah', 'thatd', 'pretty', 'much', 'be', 'the', 'best', 'case', 'scenario']"
ham,"['not', 'free', 'today', 'haf', 'pick', 'my', 'parents', 'up', 'tonite']"
ham,"['hey', 'babe', 'far', 'spunout', 'spk', 'at', 'da', 'mo', 'dead', 'da', 'wrld', 'been', 'sleeping', 'on', 'da', 'sofa', 'all', 'day', 'had', 'cool', 'nytho', 'tx', 'fonin', 'hon', 'call', 'mwen', 'im', 'bk', 'frmcloud']"
ham,"['should', 'send', 'you', 'naughty', 'pix']"
spam,"['you', 'are', 'winner', 'or', 'guaranteed', 'caller', 'prize', 'this', 'is', 'our', 'final', 'attempt', 'to', 'contact', 'you', 'to', 'claim', 'call', 'now', 'ppmpoboxbhambxe']"
spam,"['xmas', 'new', 'years', 'eve', 'tickets', 'are', 'now', 'on', 'sale', 'from', 'the', 'club', 'during', 'the', 'day', 'from', 'am', 'till', 'pm', 'and', 'on', 'thurs', 'fri', 'sat', 'night', 'this', 'week', 'theyre', 'selling', 'fast']"
ham,"['tyler', 'getting', 'an', 'th', 'has', 'to', 'leave', 'not', 'long', 'after', 'can', 'you', 'get', 'here', 'in', 'like', 'an', 'hour']"
ham,"['prepare', 'to', 'be', 'pounded', 'every', 'night']"
ham,"['actually', 'my', 'mobile', 'is', 'full', 'of', 'msg', 'and', 'doing', 'work', 'online', 'where', 'need', 'to', 'send', 'them', 'ltgt', 'sent', 'msg', 'wil', 'explain', 'later']"
ham,"['sorry', 'ill', 'call', 'later']"
ham,"['good', 'evening', 'how', 'are', 'you']"
ham,"['im', 'at', 'home', 'please', 'call']"
ham,"['oic', 'cos', 'me', 'my', 'sis', 'got', 'no', 'lunch', 'today', 'my', 'dad', 'went', 'out', 'so', 'dunno', 'whether', 'eat', 'in', 'sch', 'or', 'wat']"
ham,"['mmmmm', 'it', 'was', 'sooooo', 'good', 'to', 'wake', 'to', 'your', 'words', 'this', 'morning', 'my', 'love', 'mmmm', 'fuck', 'love', 'you', 'too', 'my', 'lion', 'devouring', 'kiss', 'from', 'across', 'the', 'sea']"
ham,"['we', 'are', 'pleased', 'to', 'inform', 'that', 'your', 'application', 'for', 'airtel', 'broadband', 'is', 'processed', 'successfully', 'your', 'installation', 'will', 'happen', 'within', 'days']"
ham,"['what', 'happen', 'dear', 'why', 'you', 'silent', 'am', 'tensed']"
ham,"['ill', 'get', 'there', 'at', 'unless', 'you', 'guys', 'want', 'me', 'to', 'come', 'some', 'time', 'sooner']"
ham,"['if', 'you', 'are', 'not', 'coughing', 'then', 'its', 'nothing']"
ham,"['come', 'lt', 'pass', 'to', 'me', 'lar']"
ham,"['im', 'person', 'whos', 'doing', 'sms', 'survey']"
ham,"['lol', 'ok', 'ill', 'try', 'to', 'send', 'be', 'warned', 'sprint', 'is', 'dead', 'slow', 'youll', 'prolly', 'get', 'it', 'tomorrow']"
ham,"['thank', 'you', 'meet', 'you', 'monday']"
ham,"['so', 'is', 'th', 'gower', 'mate', 'which', 'is', 'where', 'am', 'how', 'man', 'all', 'is', 'good', 'in', 'wales', 'ill', 'back', 'morrow', 'this', 'wk', 'who', 'was', 'the', 'msg', 'random']"
spam,"['rock', 'yr', 'chik', 'get', 'of', 'filthy', 'films', 'xxx', 'pics', 'on', 'yr', 'phone', 'now', 'rply', 'filth', 'to', 'saristar', 'ltd', 'yt', 'per', 'days', 'stop', 'cancel']"
ham,"['single', 'line', 'with', 'big', 'meaning', 'miss', 'anything', 'ur', 'best', 'life', 'but', 'dont', 'miss', 'ur', 'best', 'life', 'for', 'anything', 'gud', 'nyt']"
ham,"['got', 'like', 'ltgt', 'can', 'get', 'some', 'more', 'later', 'though', 'get', 'whatever', 'you', 'feel', 'like']"
ham,"['dad', 'wanted', 'to', 'talk', 'about', 'the', 'apartment', 'so', 'got', 'late', 'start', 'omw', 'now']"
ham,"['love', 'you', 'both', 'too']"
ham,"['lol', 'still', 'feeling', 'sick']"
ham,"['din', 'tell', 'jus', 'now']"
ham,"['am', 'up', 'to', 'my', 'eyes', 'in', 'philosophy']"
spam,"['from', 'next', 'month', 'get', 'upto', 'more', 'calls', 'ur', 'standard', 'network', 'charge', 'activate', 'call', 'wirenet', 'stterms', 'pobox', 'uz', 'cost', 'min', 'mobcudb', 'more']"
ham,"['ok', 'lor', 'im', 'in', 'town', 'now', 'lei']"
ham,"['had', 'it', 'alreadysabarish', 'asked', 'me', 'to', 'go']"
ham,"['no', 'da', 'vijay', 'going', 'to', 'talk', 'in', 'jaya', 'tv']"
spam,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'prize', 'guaranteed', 'call', 'from', 'land', 'line', 'claim', 'po', 'boxcpm']"
ham,"['lol', 'know', 'hey', 'someone', 'did', 'great', 'inpersonation', 'of', 'flea', 'on', 'the', 'forums', 'love', 'it']"
spam,"['text', 'banneduk', 'to', 'to', 'see', 'cost', 'textoperator', 'gga', 'xxx']"
ham,"['still', 'chance', 'there', 'if', 'you', 'search', 'hard', 'you', 'will', 'get', 'itlet', 'have', 'try']"
spam,"['auction', 'round', 'the', 'highest', 'bid', 'is', 'now', 'next', 'maximum', 'bid', 'is', 'to', 'bid', 'send', 'bids', 'to', 'bid', 'to', 'good', 'luck']"
ham,"['do', 'you', 'always', 'celebrate', 'nys', 'with', 'your', 'family']"
ham,"['we', 'know', 'taj', 'mahal', 'as', 'symbol', 'of', 'love', 'but', 'the', 'other', 'lesser', 'known', 'facts', 'mumtaz', 'was', 'shahjahans', 'th', 'wife', 'out', 'of', 'his', 'wifes', 'shahjahan', 'killed', 'mumtazs', 'husband', 'to', 'marry', 'her', 'mumtaz', 'died', 'in', 'her', 'ltgt', 'th', 'delivery', 'he', 'then', 'married', 'mumtazs', 'sister', 'question', 'arises', 'where', 'the', 'hell', 'is', 'the', 'love', 'the', 'great', 'hari']"
ham,"['its', 'okcome', 'to', 'my', 'home', 'it', 'vl', 'nice', 'to', 'meet', 'and', 'can', 'chat']"
spam,"['collect', 'your', 'valentines', 'weekend', 'to', 'paris', 'inc', 'flight', 'hotel', 'prize', 'guaranteed', 'text', 'paris', 'to', 'no', 'wwwrtfsphostingcom']"
ham,"['sent', 'me', 'de', 'webadres', 'for', 'geting', 'salary', 'slip']"
ham,"['shes', 'fine', 'sends', 'her', 'greetings']"
spam,"['customer', 'loyalty', 'offerthe', 'new', 'nokia', 'mobile', 'from', 'only', 'at', 'txtauction', 'txt', 'word', 'start', 'to', 'no', 'get', 'yours', 'now', 'tctxt', 'tc', 'pmtmsg']"
ham,"['but', 'you', 'dint', 'in', 'touch', 'with', 'me']"
ham,"['yup', 'leaving', 'right', 'now', 'be', 'back', 'soon']"
spam,"['you', 'wont', 'believe', 'it', 'but', 'its', 'true', 'its', 'incredible', 'txts', 'reply', 'now', 'to', 'learn', 'truly', 'amazing', 'things', 'that', 'will', 'blow', 'your', 'mind', 'from', 'ofwd', 'only', 'ptxt']"
ham,"['yeah', 'sure', 'ill', 'leave', 'in', 'min']"
ham,"['and', 'do', 'you', 'have', 'any', 'one', 'that', 'can', 'teach', 'me', 'how', 'to', 'ship', 'cars']"
ham,"['the', 'sign', 'of', 'maturity', 'is', 'not', 'when', 'we', 'start', 'saying', 'big', 'things', 'but', 'actually', 'it', 'is', 'when', 'we', 'start', 'understanding', 'small', 'things', 'have', 'nice', 'evening', 'bslvyl']"
ham,"['yeah', 'confirmed', 'for', 'you', 'staying', 'at', 'that', 'weekend']"
ham,"['they', 'said', 'dun', 'haf', 'passport', 'or', 'smth', 'like', 'dat', 'or', 'juz', 'send', 'to', 'my', 'email', 'account']"
ham,"['multiply', 'the', 'numbers', 'independently', 'and', 'count', 'decimal', 'points', 'then', 'for', 'the', 'division', 'push', 'the', 'decimal', 'places', 'like', 'showed', 'you']"
ham,"['have', 'lovely', 'night', 'and', 'when', 'you', 'wake', 'up', 'to', 'see', 'this', 'message', 'hope', 'you', 'smile', 'knowing', 'all', 'is', 'as', 'should', 'be', 'have', 'great', 'morning']"
ham,"['ard', 'lor']"
ham,"['you', 'are', 'right', 'meanwhile', 'hows', 'project', 'twins', 'comin', 'up']"
ham,"['sent', 'your', 'maga', 'that', 'money', 'yesterday', 'oh']"
spam,"['hi', 'ibh', 'customer', 'loyalty', 'offer', 'the', 'new', 'nokia', 'mobile', 'from', 'only', 'at', 'txtauctiontxt', 'wordstart', 'to', 'no', 'get', 'yours', 'nowt']"
ham,"['heart', 'is', 'empty', 'without', 'love', 'mind', 'is', 'empty', 'without', 'wisdom', 'eyes', 'empty', 'without', 'dreams', 'amp', 'life', 'is', 'empty', 'without', 'frnds', 'so', 'alwys', 'be', 'in', 'touch', 'good', 'night', 'amp', 'sweet', 'dreams']"
spam,"['am', 'hot', 'horny', 'and', 'willing', 'live', 'local', 'to', 'you', 'text', 'reply', 'to', 'hear', 'strt', 'back', 'from', 'me', 'per', 'msg', 'netcollex', 'ltdhelpdesk', 'reply', 'stop', 'to', 'end']"
ham,"['our', 'ride', 'equally', 'uneventful', 'not', 'too', 'many', 'of', 'those', 'pesky', 'cyclists', 'around', 'at', 'that', 'time', 'of', 'night']"
ham,"['if', 'you', 'wereare', 'free', 'can', 'give', 'otherwise', 'nalla', 'adi', 'entey', 'nattil', 'kittum']"
ham,"['ive', 'sent', 'my', 'wife', 'your', 'text', 'after', 'we', 'buy', 'them', 'shell', 'tell', 'you', 'what', 'to', 'do', 'so', 'just', 'relax', 'we', 'should', 'go', 'get', 'them', 'this', 'wkend']"
ham,"['am', 'in', 'escape', 'theatre', 'now', 'going', 'to', 'watch', 'kavalan', 'in', 'few', 'minutes']"
ham,"['how', 'much', 'would', 'it', 'cost', 'to', 'hire', 'hitman']"
ham,"['anything', 'lor']"
ham,"['sorry', 'ill', 'call', 'later']"
spam,"['do', 'you', 'want', 'new', 'nokia', 'colour', 'phone', 'delivered', 'tomorrow', 'with', 'free', 'minutes', 'to', 'any', 'mobile', 'free', 'text', 'free', 'camcorder', 'reply', 'or', 'call']"
ham,"['huh', 'but', 'cant', 'go', 'ur', 'house', 'empty', 'handed', 'right']"
ham,"['good', 'morning', 'princess', 'happy', 'new', 'year']"
spam,"['congratulations', 'youve', 'won', 'youre', 'winner', 'in', 'our', 'august', 'prize', 'draw', 'call', 'now', 'prize', 'code']"
ham,"['aight', 'well', 'head', 'out', 'in', 'few']"
ham,"['then', 'wat', 'doing', 'now', 'busy', 'wif', 'work']"
ham,"['know', 'you', 'mood', 'off', 'today']"
ham,"['jay', 'told', 'me', 'already', 'will', 'do']"
ham,"['cps', 'is', 'causing', 'the', 'outages', 'to', 'conserve', 'energy']"
ham,"['im', 'not', 'sure', 'was', 'just', 'checking', 'out', 'what', 'was', 'happening', 'around', 'the', 'area']"
ham,"['hey', 'morning', 'what', 'you', 'come', 'to', 'ask', 'pa']"
ham,"['jordan', 'got', 'voted', 'out', 'last', 'nite']"
ham,"['that', 'means', 'you', 'got', 'an', 'in', 'epi', 'shes', 'fine', 'shes', 'here', 'now']"
ham,"['have', 'no', 'idea', 'where', 'you', 'are']"
ham,"['pls', 'come', 'quick', 'cant', 'bare', 'this']"
ham,"['joys', 'father', 'is', 'john', 'then', 'john', 'is', 'the', 'of', 'joys', 'father', 'if', 'ans', 'ths', 'you', 'hav', 'ltgt', 'iq', 'tis', 'ias', 'question', 'try', 'to', 'answer']"
ham,"['call', 'me', 'unable', 'to', 'cal', 'lets', 'meet', 'bhaskar', 'and', 'deep']"
ham,"['no', 'ill', 'meet', 'you', 'in', 'the', 'library']"
ham,"['my', 'roommate', 'also', 'wants', 'dubsack', 'and', 'another', 'friend', 'may', 'also', 'want', 'some', 'so', 'plan', 'on', 'bringing', 'extra', 'ill', 'tell', 'you', 'when', 'they', 'know', 'for', 'sure']"
ham,"['depends', 'on', 'individual', 'lor', 'hair', 'dresser', 'say', 'pretty', 'but', 'my', 'parents', 'say', 'look', 'gong', 'kaypoh', 'also', 'dunno', 'wat', 'she', 'collecting']"
ham,"['ok', 'then']"
ham,"['enjoy', 'watching', 'and', 'playing', 'football', 'and', 'basketball', 'anything', 'outdoors', 'and', 'you']"
ham,"['can', 'you', 'please', 'ask', 'macho', 'what', 'his', 'price', 'range', 'is', 'does', 'he', 'want', 'something', 'new', 'or', 'used', 'plus', 'it', 'he', 'only', 'interfued', 'in', 'the', 'blackberry', 'bold', 'ltgt', 'or', 'any', 'bb']"
ham,"['sorry', 'sent', 'blank', 'msg', 'again', 'yup', 'but', 'trying', 'do', 'some', 'serious', 'studying', 'now']"
ham,"['hey', 'check', 'it', 'da', 'have', 'listed', 'da']"
spam,"['alfie', 'moons', 'children', 'in', 'need', 'song', 'on', 'ur', 'mob', 'tell', 'ur', 'ms', 'txt', 'tone', 'charity', 'to', 'for', 'nokias', 'or', 'poly', 'charity', 'for', 'polys', 'zed', 'profit', 'charity']"
ham,"['meant', 'as', 'an', 'apology', 'from', 'me', 'for', 'texting', 'you', 'to', 'get', 'me', 'drugs', 'at', 'ltgt', 'at', 'night']"
ham,"['that', 'means', 'from', 'february', 'to', 'april', 'ill', 'be', 'getting', 'place', 'to', 'stay', 'down', 'there', 'so', 'dont', 'have', 'to', 'hustle', 'back', 'and', 'forth', 'during', 'audition', 'season', 'as', 'have', 'since', 'my', 'sister', 'moved', 'away', 'from', 'harlem']"
ham,"['goin', 'to', 'workout', 'lor', 'muz', 'lose', 'fats']"
ham,"['damn', 'poor', 'zac', 'doesnt', 'stand', 'chance']"
ham,"['no', 'messageno', 'responcewhat', 'happend']"
ham,"['want', 'to', 'tel', 'one', 'thing', 'should', 'not', 'mistake', 'me', 'this', 'is', 'the', 'message', 'that', 'you', 'sent']"
ham,"['yeah', 'right', 'ill', 'bring', 'my', 'tape', 'measure', 'fri']"
ham,"['still', 'chance', 'there', 'if', 'you', 'search', 'hard', 'you', 'will', 'get', 'itlet', 'have', 'try']"
ham,"['meeting', 'is', 'my', 'work', 'tel', 'me', 'when', 'shall', 'do', 'my', 'work', 'tomorrow']"
ham,"['should', 'head', 'straight', 'there', 'or', 'what']"
spam,"['get', 'the', 'official', 'england', 'poly', 'ringtone', 'or', 'colour', 'flag', 'on', 'yer', 'mobile', 'for', 'tonights', 'game', 'text', 'tone', 'or', 'flag', 'to', 'optout', 'txt', 'eng', 'stop', 'box', 'wwx']"
ham,"['thank', 'you', 'princess', 'you', 'are', 'so', 'sexy']"
ham,"['oooh', 'got', 'plenty', 'of', 'those']"
ham,"['hui', 'xin', 'is', 'in', 'da', 'lib']"
ham,"['its', 'big', 'difference', 'ltgt', 'versus', 'ltgt', 'every', 'ltgt', 'hrs']"
ham,"['its', 'not', 'that', 'you', 'make', 'me', 'cry', 'its', 'just', 'that', 'when', 'all', 'our', 'stuff', 'happens', 'on', 'top', 'of', 'everything', 'else', 'it', 'pushes', 'me', 'over', 'the', 'edge', 'you', 'dont', 'underdtand', 'how', 'often', 'cry', 'over', 'my', 'sorry', 'sorry', 'life']"
ham,"['me', 'babe', 'feel', 'the', 'same', 'lets', 'just', 'get', 'about', 'itboth', 'try', 'cheer', 'upnot', 'fit', 'soo', 'muchxxlove', 'locaxx']"
ham,"['you', 'know', 'what', 'hook', 'up', 'means', 'right']"
spam,"['customer', 'service', 'announcement', 'we', 'recently', 'tried', 'to', 'make', 'delivery', 'to', 'you', 'but', 'were', 'unable', 'to', 'do', 'so', 'please', 'call', 'to', 'reschedule', 'ref']"
ham,"['wats', 'da', 'model', 'num', 'of', 'ur', 'phone']"
ham,"['hes', 'really', 'into', 'skateboarding', 'now', 'despite', 'the', 'fact', 'that', 'he', 'gets', 'thrown', 'off', 'of', 'it', 'and', 'winds', 'up', 'with', 'bandages', 'and', 'shit', 'all', 'over', 'his', 'arms', 'every', 'five', 'minutes']"
spam,"['you', 'can', 'stop', 'further', 'club', 'tones', 'by', 'replying', 'stop', 'mix', 'see', 'mytonecomenjoy', 'html', 'for', 'terms', 'club', 'tones', 'cost', 'gbpweek', 'mfl', 'po', 'box', 'mk', 'wt']"
ham,"['my', 'house', 'here', 'sky', 'quite', 'dark', 'liao', 'if', 'raining', 'then', 'got', 'excuse', 'not', 'run', 'already', 'rite', 'hee']"
ham,"['sorry', 'left', 'phone', 'upstairs', 'ok', 'might', 'be', 'hectic', 'but', 'would', 'be', 'all', 'my', 'birds', 'with', 'one', 'fell', 'swoop', 'its', 'date']"
ham,"['thought', 'didnt', 'see', 'you']"
spam,"['wamma', 'get', 'laidwant', 'real', 'doggin', 'locations', 'sent', 'direct', 'to', 'your', 'mobile', 'join', 'the', 'uks', 'largest', 'dogging', 'network', 'txt', 'dogs', 'to', 'nownyt', 'eca', 'lp', 'msg']"
ham,"['carlos', 'says', 'we', 'can', 'pick', 'up', 'from', 'him', 'later', 'so', 'yeah', 'were', 'set']"
ham,"['hey', 'babe', 'my', 'friend', 'had', 'to', 'cancel', 'still', 'up', 'for', 'visit']"
ham,"['as', 'per', 'your', 'request', 'maangalyam', 'alaipayuthe', 'has', 'been', 'set', 'as', 'your', 'callertune', 'for', 'all', 'callers', 'press', 'to', 'copy', 'your', 'friends', 'callertune']"
ham,"['hmm', 'ill', 'have', 'to', 'think', 'about', 'it', 'ok', 'youre', 'forgiven']"
ham,"['we', 'are', 'hoping', 'to', 'get', 'away', 'by', 'from', 'langport', 'you', 'still', 'up', 'for', 'town', 'tonight']"
ham,"['want', 'to', 'send', 'me', 'virtual', 'hug', 'need', 'one']"
ham,"['probably', 'not', 'still', 'going', 'over', 'some', 'stuff', 'here']"
ham,"['it', 'has', 'issues', 'right', 'now', 'ill', 'fix', 'for', 'her', 'by', 'tomorrow']"
ham,"['why', 'come', 'in', 'between', 'you', 'people']"
ham,"['senthil', 'group', 'company', 'apnt', 'pm']"
ham,"['oh', 'really', 'did', 'you', 'make', 'it', 'on', 'air', 'whats', 'your', 'talent']"
ham,"['studying', 'but', 'ill', 'be', 'free', 'next', 'weekend']"
ham,"['here', 'yet', 'im', 'wearing', 'blue', 'shirt', 'black', 'pants']"
ham,"['waiti', 'will', 'come', 'out', 'ltgt', 'min']"
ham,"['will', 'reach', 'ur', 'home', 'in', 'ltgt', 'minutes']"
ham,"['well', 'then', 'you', 'have', 'great', 'weekend']"
ham,"['what', 'are', 'you', 'doing', 'in', 'langport', 'sorry', 'but', 'ill', 'probably', 'be', 'in', 'bed', 'by', 'pm', 'it', 'sucks', 'being', 'ill', 'at', 'xmas', 'when', 'do', 'you', 'and', 'gosri', 'lanka']"
ham,"['frnd', 'not', 'juz', 'wordnot', 'merely', 'relationshipits', 'silent', 'promise', 'which', 'says', 'will', 'be', 'with', 'you', 'wherevr', 'whenevr', 'forevr', 'gudnyt', 'dear']"
ham,"['huh', 'also', 'cannot', 'then', 'only', 'how', 'many', 'mistakes']"
ham,"['ha', 'jus', 'ate', 'honey', 'ar', 'so', 'sweet']"
ham,"['im', 'turning', 'off', 'my', 'phone', 'my', 'moms', 'telling', 'everyone', 'have', 'cancer', 'and', 'my', 'sister', 'wont', 'stop', 'calling', 'it', 'hurts', 'to', 'talk', 'cant', 'put', 'up', 'with', 'it', 'see', 'when', 'get', 'home', 'love']"
ham,"['honey', 'sweetheart', 'darling', 'sexy', 'buns', 'sugar', 'plum', 'loverboy', 'miss', 'you', 'boytoy', 'smacks', 'your', 'ass', 'did', 'you', 'go', 'to', 'the', 'gym', 'too']"
ham,"['thanks', 'for', 'loving', 'me', 'so', 'you', 'rock']"
ham,"['yeah', 'imma', 'come', 'over', 'cause', 'jay', 'wants', 'to', 'do', 'some', 'drugs']"
ham,"['ok', 'thanx', 'take', 'care', 'then']"
ham,"['yup', 'thk', 'of', 'oso', 'boring', 'wat']"
ham,"['came', 'to', 'look', 'at', 'the', 'flat', 'seems', 'ok', 'in', 'his', 'is', 'away', 'alot', 'wiv', 'work', 'got', 'woman', 'coming', 'at', 'too']"
ham,"['moji', 'just', 'informed', 'me', 'that', 'you', 'saved', 'our', 'lives', 'thanks']"
spam,"['you', 'have', 'won', 'nokia', 'this', 'is', 'what', 'you', 'get', 'when', 'you', 'win', 'our', 'free', 'auction', 'to', 'take', 'part', 'send', 'nokia', 'to', 'now', 'hgsuitelands', 'rowwjhl']"
ham,"['whos', 'this', 'am', 'in', 'class']"
ham,"['hey', 'still', 'online', 'ive', 'finished', 'the', 'formatting']"
ham,"['great', 'so', 'what', 'attracts', 'you', 'to', 'the', 'brothas']"
spam,"['promotion', 'number', 'ur', 'awarded', 'city', 'break', 'and', 'could', 'win', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', 'to', 'skilgme', 'tscswinawkage', 'perwksub']"
ham,"['stupidits', 'not', 'possible']"
ham,"['cant', 'pick', 'the', 'phone', 'right', 'now', 'pls', 'send', 'message']"
ham,"['lol', 'what', 'happens', 'in', 'vegas', 'stays', 'in', 'vegas']"
ham,"['hello', 'hello', 'hi', 'lou', 'sorry', 'it', 'took', 'so', 'long', 'reply', 'left', 'mobile', 'at', 'friends', 'in', 'lancaster', 'just', 'got', 'it', 'bak', 'neway', 'im', 'sorry', 'couldn', 'make', 'ur', 'day', 'hun']"
ham,"['when', 'did', 'use', 'soc', 'use', 'it', 'only', 'at', 'home', 'dunno', 'how', 'type', 'it', 'in', 'word', 'ar']"
ham,"['dad', 'says', 'hurry', 'the', 'hell', 'up']"
ham,"['wake', 'me', 'up', 'at', 'ltgt', 'am', 'morning']"
ham,"['get', 'out', 'of', 'class', 'in', 'bsn', 'in', 'like', 'ltgt', 'minutes', 'you', 'know', 'where', 'advising', 'is']"
ham,"['great', 'shoot', 'big', 'loads', 'so', 'get', 'ready']"
ham,"['ill', 'meet', 'you', 'in', 'the', 'lobby']"
ham,"['you', 'still', 'coming', 'tonight']"
ham,"['what', 'happen', 'dear', 'tell', 'me']"
ham,"['sir', 'am', 'waiting', 'for', 'your', 'call', 'once', 'free', 'please', 'call', 'me']"
ham,"['no', 'am', 'not', 'having', 'not', 'any', 'movies', 'in', 'my', 'laptop']"
ham,"['was', 'about', 'to', 'do', 'it', 'when', 'texted', 'finished', 'long', 'time', 'ago', 'and', 'showered', 'and', 'erything']"
ham,"['ok', 'im', 'not', 'sure', 'what', 'time', 'finish', 'tomorrow', 'but', 'wanna', 'spend', 'the', 'evening', 'with', 'you', 'cos', 'that', 'would', 'be', 'vewy', 'vewy', 'lubly', 'love', 'me', 'xxx']"
